12.7727 	WARNING 	Movie2 stim could not be imported and won't be available
173.0616 	EXP 	text_2: autoDraw = False
173.0616 	EXP 	fixationmain: autoDraw = False
173.0616 	EXP 	text_2: color = u'RED (named)'
173.0616 	EXP 	text_2: text = u'YELLOW'
173.0616 	EXP 	fixationmain: autoDraw = True
173.8614 	EXP 	fixationmain: autoDraw = False
173.8781 	EXP 	text_2: autoDraw = True
174.0448 	EXP 	Sound  stopped
174.6280 	DATA 	Keypress: z
175.1610 	EXP 	text_2: autoDraw = False
176.0446 	EXP 	Sound  stopped
176.0448 	EXP 	New trial (rep=0, index=22): {u'color': u'GREEN', u'congruent': 0, u'word': u'BLUE', u'corrans': u'n'}
176.0474 	EXP 	Sound  started
176.0608 	EXP 	text_2: autoDraw = False
176.0608 	EXP 	fixationmain: autoDraw = False
176.0608 	EXP 	text_2: color = u'GREEN (named)'
176.0608 	EXP 	text_2: text = u'BLUE'
176.0608 	EXP 	fixationmain: autoDraw = True
176.8606 	EXP 	fixationmain: autoDraw = False
176.8772 	EXP 	text_2: autoDraw = True
177.0440 	EXP 	Sound  stopped
177.8771 	DATA 	Keypress: n
178.1603 	EXP 	text_2: autoDraw = False
179.0439 	EXP 	Sound  stopped
179.0441 	EXP 	New trial (rep=0, index=23): {u'color': u'YELLOW', u'congruent': 1, u'word': u'YELLOW', u'corrans': u'x'}
179.0471 	EXP 	Sound  started
179.0600 	EXP 	text_2: autoDraw = False
179.0600 	EXP 	fixationmain: autoDraw = False
179.0600 	EXP 	text_2: color = u'YELLOW (named)'
179.0600 	EXP 	text_2: text = u'YELLOW'
179.0600 	EXP 	fixationmain: autoDraw = True
179.8597 	EXP 	fixationmain: autoDraw = False
179.8764 	EXP 	text_2: autoDraw = True
180.0432 	EXP 	Sound  stopped
180.7263 	DATA 	Keypress: x
181.1594 	EXP 	text_2: autoDraw = False
182.0431 	EXP 	Sound  stopped
182.0433 	EXP 	New trial (rep=0, index=24): {u'color': u'RED', u'congruent': 0, u'word': u'BLUE', u'corrans': u'z'}
182.0459 	EXP 	Sound  started
182.0591 	EXP 	text_2: autoDraw = False
182.0591 	EXP 	fixationmain: autoDraw = False
182.0591 	EXP 	text_2: color = u'RED (named)'
182.0591 	EXP 	text_2: text = u'BLUE'
182.0591 	EXP 	fixationmain: autoDraw = True
182.8589 	EXP 	fixationmain: autoDraw = False
182.8755 	EXP 	text_2: autoDraw = True
183.0423 	EXP 	Sound  stopped
183.8255 	DATA 	Keypress: z
184.1586 	EXP 	text_2: autoDraw = False
185.0421 	EXP 	Sound  stopped
185.0423 	EXP 	New trial (rep=0, index=25): {u'color': u'GREEN', u'congruent': 0, u'word': u'RED', u'corrans': u'n'}
185.0449 	EXP 	Sound  started
185.0583 	EXP 	text_2: autoDraw = False
185.0583 	EXP 	fixationmain: autoDraw = False
185.0583 	EXP 	text_2: color = u'GREEN (named)'
185.0583 	EXP 	text_2: text = u'RED'
185.0583 	EXP 	fixationmain: autoDraw = True
185.8581 	EXP 	fixationmain: autoDraw = False
185.8747 	EXP 	text_2: autoDraw = True
186.0414 	EXP 	Sound  stopped
186.8913 	DATA 	Keypress: n
187.1577 	EXP 	text_2: autoDraw = False
188.0412 	EXP 	Sound  stopped
188.0414 	EXP 	New trial (rep=0, index=26): {u'color': u'BLUE', u'congruent': 0, u'word': u'GREEN', u'corrans': u'm'}
188.0445 	EXP 	Sound  started
188.0575 	EXP 	text_2: autoDraw = False
188.0575 	EXP 	fixationmain: autoDraw = False
188.0575 	EXP 	text_2: color = u'BLUE (named)'
188.0575 	EXP 	text_2: text = u'GREEN'
188.0575 	EXP 	fixationmain: autoDraw = True
188.8572 	EXP 	fixationmain: autoDraw = False
188.8739 	EXP 	text_2: autoDraw = True
189.0406 	EXP 	Sound  stopped
189.5738 	DATA 	Keypress: m
190.1569 	EXP 	text_2: autoDraw = False
191.0405 	EXP 	Sound  stopped
191.0407 	EXP 	New trial (rep=0, index=27): {u'color': u'YELLOW', u'congruent': 0, u'word': u'GREEN', u'corrans': u'x'}
191.0435 	EXP 	Sound  started
191.0566 	EXP 	text_2: autoDraw = False
191.0566 	EXP 	fixationmain: autoDraw = False
191.0566 	EXP 	text_2: color = u'YELLOW (named)'
191.0566 	EXP 	text_2: text = u'GREEN'
191.0566 	EXP 	fixationmain: autoDraw = True
191.8565 	EXP 	fixationmain: autoDraw = False
191.8731 	EXP 	text_2: autoDraw = True
192.0398 	EXP 	Sound  stopped
192.8563 	DATA 	Keypress: x
193.1560 	EXP 	text_2: autoDraw = False
194.0396 	EXP 	Sound  stopped
194.0398 	EXP 	New trial (rep=0, index=28): {u'color': u'GREEN', u'congruent': 0, u'word': u'YELLOW', u'corrans': u'n'}
194.0428 	EXP 	Sound  started
194.0558 	EXP 	text_2: autoDraw = False
194.0558 	EXP 	fixationmain: autoDraw = False
194.0558 	EXP 	text_2: color = u'GREEN (named)'
194.0558 	EXP 	text_2: text = u'YELLOW'
194.0558 	EXP 	fixationmain: autoDraw = True
194.8555 	EXP 	fixationmain: autoDraw = False
194.8722 	EXP 	text_2: autoDraw = True
195.0391 	EXP 	Sound  stopped
196.0221 	DATA 	Keypress: n
196.1552 	EXP 	text_2: autoDraw = False
197.0387 	EXP 	Sound  stopped
197.0390 	EXP 	New trial (rep=0, index=29): {u'color': u'RED', u'congruent': 0, u'word': u'YELLOW', u'corrans': u'z'}
197.0419 	EXP 	Sound  started
197.0549 	EXP 	text_2: autoDraw = False
197.0549 	EXP 	fixationmain: autoDraw = False
197.0549 	EXP 	text_2: color = u'RED (named)'
197.0549 	EXP 	text_2: text = u'YELLOW'
197.0549 	EXP 	fixationmain: autoDraw = True
197.8547 	EXP 	fixationmain: autoDraw = False
197.8714 	EXP 	text_2: autoDraw = True
198.0381 	EXP 	Sound  stopped
198.5048 	DATA 	Keypress: z
199.1543 	EXP 	text_2: autoDraw = False
