1.0454 	WARNING 	Movie2 stim could not be imported and won't be available
14.6542 	EXP 	Created fixationmain = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='fixationmain', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'+', units=u'norm', win=Window(...), wrapWidth=1)
14.7063 	EXP 	Set  sound=chopin2.wav
14.7064 	EXP 	Set Sound  volume=1.000
14.7118 	EXP 	Created rest_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='rest_text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'default text', units=u'norm', win=Window(...), wrapWidth=1)
14.7509 	EXP 	Created text_2 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_2', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 1.,  1.,  1.]), text=u'default text', units=u'norm', win=Window(...), wrapWidth=1)
14.7537 	EXP 	Created fixationmain = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='fixationmain', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'+', units=u'norm', win=Window(...), wrapWidth=1)
14.8071 	EXP 	Set  sound=chopin2.wav
14.8072 	EXP 	Set Sound  volume=1.000
14.8122 	EXP 	Created rest_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='rest_text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'default text', units=u'norm', win=Window(...), wrapWidth=1)
14.8199 	EXP 	Created ending_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='ending_text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'Thank you for your participation :)', units=u'norm', win=Window(...), wrapWidth=1)
14.8391 	EXP 	intro_text: autoDraw = True
43.6389 	DATA 	Keypress: space
43.6554 	EXP 	intro_text: autoDraw = False
43.6554 	EXP 	text: autoDraw = True
44.6552 	DATA 	Keypress: space
46.4048 	DATA 	Keypress: space
46.4212 	EXP 	text: autoDraw = False
46.4212 	EXP 	instruction2_text: autoDraw = True
49.0541 	DATA 	Keypress: space
49.0705 	EXP 	instruction2_text: autoDraw = False
49.0705 	EXP 	rest_text: text = '+'
49.0705 	EXP 	rest_text: autoDraw = True
109.0712 	EXP 	Imported Stroopmain-short-in-10event x 4.xlsx as conditions, 40 conditions, 4 params
109.0716 	EXP 	Created sequence: sequential, trialTypes=40, nReps=1, seed=None
109.0729 	EXP 	New trial (rep=0, index=0): {u'color': u'RED', u'congruent': 0, u'word': u'YELLOW', u'corrans': u'z'}
109.0775 	EXP 	Sound  started
109.0878 	EXP 	rest_text: autoDraw = False
109.0878 	EXP 	text_2: color = u'RED (named)'
109.0878 	EXP 	text_2: text = u'YELLOW'
109.0878 	EXP 	fixationmain: autoDraw = True
109.8875 	EXP 	fixationmain: autoDraw = False
109.9042 	EXP 	text_2: autoDraw = True
110.0709 	EXP 	Sound  stopped
110.8875 	DATA 	Keypress: z
111.1872 	EXP 	text_2: autoDraw = False
112.0710 	EXP 	Sound  stopped
112.0712 	EXP 	New trial (rep=0, index=1): {u'color': u'RED', u'congruent': 1, u'word': u'RED', u'corrans': u'z'}
112.0748 	EXP 	Sound  started
112.0869 	EXP 	text_2: autoDraw = False
112.0869 	EXP 	fixationmain: autoDraw = False
112.0869 	EXP 	text_2: color = u'RED (named)'
112.0869 	EXP 	text_2: text = u'RED'
112.0869 	EXP 	fixationmain: autoDraw = True
112.8868 	EXP 	fixationmain: autoDraw = False
112.9034 	EXP 	text_2: autoDraw = True
113.0701 	EXP 	Sound  stopped
113.3201 	DATA 	Keypress: z
114.1863 	EXP 	text_2: autoDraw = False
115.0699 	EXP 	Sound  stopped
115.0701 	EXP 	New trial (rep=0, index=2): {u'color': u'BLUE', u'congruent': 0, u'word': u'GREEN', u'corrans': u'z'}
115.0732 	EXP 	Sound  started
115.0861 	EXP 	text_2: autoDraw = False
115.0861 	EXP 	fixationmain: autoDraw = False
115.0861 	EXP 	text_2: color = u'BLUE (named)'
115.0861 	EXP 	text_2: text = u'GREEN'
115.0861 	EXP 	fixationmain: autoDraw = True
115.8859 	EXP 	fixationmain: autoDraw = False
115.9025 	EXP 	text_2: autoDraw = True
116.0692 	EXP 	Sound  stopped
116.5860 	DATA 	Keypress: n
117.1856 	EXP 	text_2: autoDraw = False
118.0691 	EXP 	Sound  stopped
118.0693 	EXP 	New trial (rep=0, index=3): {u'color': u'YELLOW', u'congruent': 0, u'word': u'RED', u'corrans': u'z'}
118.0718 	EXP 	Sound  started
118.0853 	EXP 	text_2: autoDraw = False
118.0853 	EXP 	fixationmain: autoDraw = False
118.0853 	EXP 	text_2: color = u'YELLOW (named)'
118.0853 	EXP 	text_2: text = u'RED'
118.0853 	EXP 	fixationmain: autoDraw = True
118.8851 	EXP 	fixationmain: autoDraw = False
118.9017 	EXP 	text_2: autoDraw = True
119.0684 	EXP 	Sound  stopped
119.6351 	DATA 	Keypress: x
120.1847 	EXP 	text_2: autoDraw = False
121.0682 	EXP 	Sound  stopped
121.0684 	EXP 	New trial (rep=0, index=4): {u'color': u'GREEN', u'congruent': 0, u'word': u'RED', u'corrans': u'n'}
121.0709 	EXP 	Sound  started
121.0845 	EXP 	text_2: autoDraw = False
121.0845 	EXP 	fixationmain: autoDraw = False
121.0845 	EXP 	text_2: color = u'GREEN (named)'
121.0845 	EXP 	text_2: text = u'RED'
121.0845 	EXP 	fixationmain: autoDraw = True
121.8842 	EXP 	fixationmain: autoDraw = False
121.9009 	EXP 	text_2: autoDraw = True
122.0676 	EXP 	Sound  stopped
122.6845 	DATA 	Keypress: n
123.1839 	EXP 	text_2: autoDraw = False
124.0674 	EXP 	Sound  stopped
124.0676 	EXP 	New trial (rep=0, index=5): {u'color': u'RED', u'congruent': 0, u'word': u'BLUE', u'corrans': u'z'}
124.0702 	EXP 	Sound  started
124.0838 	EXP 	text_2: autoDraw = False
124.0838 	EXP 	fixationmain: autoDraw = False
124.0838 	EXP 	text_2: color = u'RED (named)'
124.0838 	EXP 	text_2: text = u'BLUE'
124.0838 	EXP 	fixationmain: autoDraw = True
124.8835 	EXP 	fixationmain: autoDraw = False
124.9001 	EXP 	text_2: autoDraw = True
125.0668 	EXP 	Sound  stopped
125.6001 	DATA 	Keypress: z
126.1831 	EXP 	text_2: autoDraw = False
127.0666 	EXP 	Sound  stopped
127.0668 	EXP 	New trial (rep=0, index=6): {u'color': u'GREEN', u'congruent': 0, u'word': u'YELLOW', u'corrans': u'n'}
127.0697 	EXP 	Sound  started
127.0828 	EXP 	text_2: autoDraw = False
127.0828 	EXP 	fixationmain: autoDraw = False
127.0828 	EXP 	text_2: color = u'GREEN (named)'
127.0828 	EXP 	text_2: text = u'YELLOW'
127.0828 	EXP 	fixationmain: autoDraw = True
127.8826 	EXP 	fixationmain: autoDraw = False
127.8993 	EXP 	text_2: autoDraw = True
128.0660 	EXP 	Sound  stopped
129.1325 	DATA 	Keypress: n
129.1823 	EXP 	text_2: autoDraw = False
130.0658 	EXP 	Sound  stopped
130.0660 	EXP 	New trial (rep=0, index=7): {u'color': u'YELLOW', u'congruent': 0, u'word': u'BLUE', u'corrans': u'x'}
130.0688 	EXP 	Sound  started
130.0820 	EXP 	text_2: autoDraw = False
130.0820 	EXP 	fixationmain: autoDraw = False
130.0820 	EXP 	text_2: color = u'YELLOW (named)'
130.0820 	EXP 	text_2: text = u'BLUE'
130.0820 	EXP 	fixationmain: autoDraw = True
130.8818 	EXP 	fixationmain: autoDraw = False
130.8984 	EXP 	text_2: autoDraw = True
131.0651 	EXP 	Sound  stopped
131.6818 	DATA 	Keypress: x
132.1814 	EXP 	text_2: autoDraw = False
133.0649 	EXP 	Sound  stopped
133.0651 	EXP 	New trial (rep=0, index=8): {u'color': u'GREEN', u'congruent': 0, u'word': u'BLUE', u'corrans': u'n'}
133.0680 	EXP 	Sound  started
133.0812 	EXP 	text_2: autoDraw = False
133.0812 	EXP 	fixationmain: autoDraw = False
133.0812 	EXP 	text_2: color = u'GREEN (named)'
133.0812 	EXP 	text_2: text = u'BLUE'
133.0812 	EXP 	fixationmain: autoDraw = True
133.8809 	EXP 	fixationmain: autoDraw = False
133.8977 	EXP 	text_2: autoDraw = True
134.0645 	EXP 	Sound  stopped
134.9976 	DATA 	Keypress: m
135.1806 	EXP 	text_2: autoDraw = False
136.0641 	EXP 	Sound  stopped
136.0643 	EXP 	New trial (rep=0, index=9): {u'color': u'RED', u'congruent': 0, u'word': u'GREEN', u'corrans': u'z'}
136.0671 	EXP 	Sound  started
136.0803 	EXP 	text_2: autoDraw = False
136.0803 	EXP 	fixationmain: autoDraw = False
136.0803 	EXP 	text_2: color = u'RED (named)'
136.0803 	EXP 	text_2: text = u'GREEN'
136.0803 	EXP 	fixationmain: autoDraw = True
136.8802 	EXP 	fixationmain: autoDraw = False
136.8968 	EXP 	text_2: autoDraw = True
137.0635 	EXP 	Sound  stopped
137.6469 	DATA 	Keypress: z
138.1798 	EXP 	text_2: autoDraw = False
139.0633 	EXP 	Sound  stopped
139.0636 	EXP 	New trial (rep=0, index=10): {u'color': u'YELLOW', u'congruent': 0, u'word': u'BLUE', u'corrans': u'x'}
139.0662 	EXP 	Sound  started
139.0796 	EXP 	text_2: autoDraw = False
139.0796 	EXP 	fixationmain: autoDraw = False
139.0796 	EXP 	text_2: color = u'YELLOW (named)'
139.0796 	EXP 	text_2: text = u'BLUE'
139.0796 	EXP 	fixationmain: autoDraw = True
139.8793 	EXP 	fixationmain: autoDraw = False
139.8960 	EXP 	text_2: autoDraw = True
140.0628 	EXP 	Sound  stopped
140.5628 	DATA 	Keypress: x
141.1790 	EXP 	text_2: autoDraw = False
142.0625 	EXP 	Sound  stopped
142.0627 	EXP 	New trial (rep=0, index=11): {u'color': u'RED', u'congruent': 0, u'word': u'RED', u'corrans': u'z'}
142.0652 	EXP 	Sound  started
142.0787 	EXP 	text_2: autoDraw = False
142.0787 	EXP 	fixationmain: autoDraw = False
142.0787 	EXP 	text_2: color = u'RED (named)'
142.0787 	EXP 	text_2: text = u'RED'
142.0787 	EXP 	fixationmain: autoDraw = True
142.8785 	EXP 	fixationmain: autoDraw = False
142.8952 	EXP 	text_2: autoDraw = True
143.0619 	EXP 	Sound  stopped
143.7285 	DATA 	Keypress: z
144.1782 	EXP 	text_2: autoDraw = False
145.0617 	EXP 	Sound  stopped
145.0619 	EXP 	New trial (rep=0, index=12): {u'color': u'BLUE', u'congruent': 1, u'word': u'BLUE', u'corrans': u'm'}
145.0646 	EXP 	Sound  started
145.0779 	EXP 	text_2: autoDraw = False
145.0779 	EXP 	fixationmain: autoDraw = False
145.0779 	EXP 	text_2: color = u'BLUE (named)'
145.0779 	EXP 	text_2: text = u'BLUE'
145.0779 	EXP 	fixationmain: autoDraw = True
145.8777 	EXP 	fixationmain: autoDraw = False
145.8944 	EXP 	text_2: autoDraw = True
146.0612 	EXP 	Sound  stopped
146.9943 	DATA 	Keypress: m
147.1773 	EXP 	text_2: autoDraw = False
148.0609 	EXP 	Sound  stopped
148.0611 	EXP 	New trial (rep=0, index=13): {u'color': u'GREEN', u'congruent': 0, u'word': u'RED', u'corrans': u'n'}
148.0636 	EXP 	Sound  started
148.0770 	EXP 	text_2: autoDraw = False
148.0770 	EXP 	fixationmain: autoDraw = False
148.0770 	EXP 	text_2: color = u'GREEN (named)'
148.0770 	EXP 	text_2: text = u'RED'
148.0770 	EXP 	fixationmain: autoDraw = True
148.8768 	EXP 	fixationmain: autoDraw = False
148.8935 	EXP 	text_2: autoDraw = True
149.0602 	EXP 	Sound  stopped
149.7937 	DATA 	Keypress: n
150.1765 	EXP 	text_2: autoDraw = False
151.0601 	EXP 	Sound  stopped
151.0603 	EXP 	New trial (rep=0, index=14): {u'color': u'BLUE', u'congruent': 0, u'word': u'RED', u'corrans': u'm'}
151.0630 	EXP 	Sound  started
151.0762 	EXP 	text_2: autoDraw = False
151.0762 	EXP 	fixationmain: autoDraw = False
151.0762 	EXP 	text_2: color = u'BLUE (named)'
151.0762 	EXP 	text_2: text = u'RED'
151.0762 	EXP 	fixationmain: autoDraw = True
151.8761 	EXP 	fixationmain: autoDraw = False
151.8927 	EXP 	text_2: autoDraw = True
152.0595 	EXP 	Sound  stopped
152.4929 	DATA 	Keypress: m
153.1757 	EXP 	text_2: autoDraw = False
154.0592 	EXP 	Sound  stopped
154.0594 	EXP 	New trial (rep=0, index=15): {u'color': u'BLUE', u'congruent': 0, u'word': u'GREEN', u'corrans': u'm'}
154.0622 	EXP 	Sound  started
154.0754 	EXP 	text_2: autoDraw = False
154.0754 	EXP 	fixationmain: autoDraw = False
154.0754 	EXP 	text_2: color = u'BLUE (named)'
154.0754 	EXP 	text_2: text = u'GREEN'
154.0754 	EXP 	fixationmain: autoDraw = True
154.8752 	EXP 	fixationmain: autoDraw = False
154.8919 	EXP 	text_2: autoDraw = True
155.0586 	EXP 	Sound  stopped
155.4752 	DATA 	Keypress: m
156.1749 	EXP 	text_2: autoDraw = False
157.0586 	EXP 	Sound  stopped
157.0588 	EXP 	New trial (rep=0, index=16): {u'color': u'YELLOW', u'congruent': 0, u'word': u'GREEN', u'corrans': u'x'}
157.0616 	EXP 	Sound  started
157.0746 	EXP 	text_2: autoDraw = False
157.0746 	EXP 	fixationmain: autoDraw = False
157.0746 	EXP 	text_2: color = u'YELLOW (named)'
157.0746 	EXP 	text_2: text = u'GREEN'
157.0746 	EXP 	fixationmain: autoDraw = True
157.8744 	EXP 	fixationmain: autoDraw = False
157.8911 	EXP 	text_2: autoDraw = True
158.0578 	EXP 	Sound  stopped
158.8077 	DATA 	Keypress: x
159.1740 	EXP 	text_2: autoDraw = False
160.0576 	EXP 	Sound  stopped
160.0578 	EXP 	New trial (rep=0, index=17): {u'color': u'RED', u'congruent': 0, u'word': u'YELLOW', u'corrans': u'z'}
160.0607 	EXP 	Sound  started
160.0738 	EXP 	text_2: autoDraw = False
160.0738 	EXP 	fixationmain: autoDraw = False
160.0738 	EXP 	text_2: color = u'RED (named)'
160.0738 	EXP 	text_2: text = u'YELLOW'
160.0738 	EXP 	fixationmain: autoDraw = True
160.8736 	EXP 	fixationmain: autoDraw = False
160.8902 	EXP 	text_2: autoDraw = True
161.0569 	EXP 	Sound  stopped
161.4570 	DATA 	Keypress: z
162.1734 	EXP 	text_2: autoDraw = False
163.0568 	EXP 	Sound  stopped
163.0570 	EXP 	New trial (rep=0, index=18): {u'color': u'RED', u'congruent': 0, u'word': u'BLUE', u'corrans': u'z'}
163.0598 	EXP 	Sound  started
163.0730 	EXP 	text_2: autoDraw = False
163.0730 	EXP 	fixationmain: autoDraw = False
163.0730 	EXP 	text_2: color = u'RED (named)'
163.0730 	EXP 	text_2: text = u'BLUE'
163.0730 	EXP 	fixationmain: autoDraw = True
163.8727 	EXP 	fixationmain: autoDraw = False
163.8894 	EXP 	text_2: autoDraw = True
164.0561 	EXP 	Sound  stopped
164.7394 	DATA 	Keypress: z
165.1724 	EXP 	text_2: autoDraw = False
166.0559 	EXP 	Sound  stopped
166.0561 	EXP 	New trial (rep=0, index=19): {u'color': u'GREEN', u'congruent': 0, u'word': u'RED', u'corrans': u'm'}
166.0586 	EXP 	Sound  started
166.0722 	EXP 	text_2: autoDraw = False
166.0722 	EXP 	fixationmain: autoDraw = False
166.0722 	EXP 	text_2: color = u'GREEN (named)'
166.0722 	EXP 	text_2: text = u'RED'
166.0722 	EXP 	fixationmain: autoDraw = True
166.8719 	EXP 	fixationmain: autoDraw = False
166.8886 	EXP 	text_2: autoDraw = True
167.0553 	EXP 	Sound  stopped
167.7053 	DATA 	Keypress: n
168.1716 	EXP 	text_2: autoDraw = False
169.0552 	EXP 	Sound  stopped
169.0554 	EXP 	New trial (rep=0, index=20): {u'color': u'BLUE', u'congruent': 0, u'word': u'GREEN', u'corrans': u'm'}
169.0584 	EXP 	Sound  started
169.0713 	EXP 	text_2: autoDraw = False
169.0713 	EXP 	fixationmain: autoDraw = False
169.0713 	EXP 	text_2: color = u'BLUE (named)'
169.0713 	EXP 	text_2: text = u'GREEN'
169.0713 	EXP 	fixationmain: autoDraw = True
169.8712 	EXP 	fixationmain: autoDraw = False
169.8877 	EXP 	text_2: autoDraw = True
170.0545 	EXP 	Sound  stopped
171.1043 	DATA 	Keypress: m
171.1707 	EXP 	text_2: autoDraw = False
172.0543 	EXP 	Sound  stopped
172.0545 	EXP 	New trial (rep=0, index=21): {u'color': u'RED', u'congruent': 0, u'word': u'YELLOW', u'corrans': u'z'}
172.0575 	EXP 	Sound  started
172.0706 	EXP 	text_2: autoDraw = False
172.0706 	EXP 	fixationmain: autoDraw = False
172.0706 	EXP 	text_2: color = u'RED (named)'
172.0706 	EXP 	text_2: text = u'YELLOW'
172.0706 	EXP 	fixationmain: autoDraw = True
172.8703 	EXP 	fixationmain: autoDraw = False
172.8869 	EXP 	text_2: autoDraw = True
173.0537 	EXP 	Sound  stopped
173.4537 	DATA 	Keypress: z
174.1699 	EXP 	text_2: autoDraw = False
175.0535 	EXP 	Sound  stopped
175.0537 	EXP 	New trial (rep=0, index=22): {u'color': u'GREEN', u'congruent': 0, u'word': u'BLUE', u'corrans': u'n'}
175.0563 	EXP 	Sound  started
175.0697 	EXP 	text_2: autoDraw = False
175.0697 	EXP 	fixationmain: autoDraw = False
175.0697 	EXP 	text_2: color = u'GREEN (named)'
175.0697 	EXP 	text_2: text = u'BLUE'
175.0697 	EXP 	fixationmain: autoDraw = True
175.8695 	EXP 	fixationmain: autoDraw = False
175.8861 	EXP 	text_2: autoDraw = True
176.0528 	EXP 	Sound  stopped
176.5695 	DATA 	Keypress: n
177.1691 	EXP 	text_2: autoDraw = False
178.0527 	EXP 	Sound  stopped
178.0530 	EXP 	New trial (rep=0, index=23): {u'color': u'YELLOW', u'congruent': 1, u'word': u'YELLOW', u'corrans': u'x'}
178.0559 	EXP 	Sound  started
178.0689 	EXP 	text_2: autoDraw = False
178.0689 	EXP 	fixationmain: autoDraw = False
178.0689 	EXP 	text_2: color = u'YELLOW (named)'
178.0689 	EXP 	text_2: text = u'YELLOW'
178.0689 	EXP 	fixationmain: autoDraw = True
178.8686 	EXP 	fixationmain: autoDraw = False
178.8853 	EXP 	text_2: autoDraw = True
179.0521 	EXP 	Sound  stopped
179.5853 	DATA 	Keypress: x
180.1683 	EXP 	text_2: autoDraw = False
181.0519 	EXP 	Sound  stopped
181.0521 	EXP 	New trial (rep=0, index=24): {u'color': u'RED', u'congruent': 0, u'word': u'BLUE', u'corrans': u'z'}
181.0547 	EXP 	Sound  started
181.0680 	EXP 	text_2: autoDraw = False
181.0680 	EXP 	fixationmain: autoDraw = False
181.0680 	EXP 	text_2: color = u'RED (named)'
181.0680 	EXP 	text_2: text = u'BLUE'
181.0680 	EXP 	fixationmain: autoDraw = True
181.8678 	EXP 	fixationmain: autoDraw = False
181.8845 	EXP 	text_2: autoDraw = True
182.0513 	EXP 	Sound  stopped
182.5345 	DATA 	Keypress: z
183.1675 	EXP 	text_2: autoDraw = False
184.0510 	EXP 	Sound  stopped
184.0512 	EXP 	New trial (rep=0, index=25): {u'color': u'GREEN', u'congruent': 0, u'word': u'RED', u'corrans': u'n'}
184.0537 	EXP 	Sound  started
184.0672 	EXP 	text_2: autoDraw = False
184.0672 	EXP 	fixationmain: autoDraw = False
184.0672 	EXP 	text_2: color = u'GREEN (named)'
184.0672 	EXP 	text_2: text = u'RED'
184.0672 	EXP 	fixationmain: autoDraw = True
184.8670 	EXP 	fixationmain: autoDraw = False
184.8837 	EXP 	text_2: autoDraw = True
185.0505 	EXP 	Sound  stopped
185.9836 	DATA 	Keypress: n
186.1666 	EXP 	text_2: autoDraw = False
187.0503 	EXP 	Sound  stopped
187.0505 	EXP 	New trial (rep=0, index=26): {u'color': u'BLUE', u'congruent': 0, u'word': u'GREEN', u'corrans': u'm'}
187.0535 	EXP 	Sound  started
187.0664 	EXP 	text_2: autoDraw = False
187.0664 	EXP 	fixationmain: autoDraw = False
187.0664 	EXP 	text_2: color = u'BLUE (named)'
187.0664 	EXP 	text_2: text = u'GREEN'
187.0664 	EXP 	fixationmain: autoDraw = True
187.8662 	EXP 	fixationmain: autoDraw = False
187.8828 	EXP 	text_2: autoDraw = True
188.0495 	EXP 	Sound  stopped
188.8161 	DATA 	Keypress: m
189.1658 	EXP 	text_2: autoDraw = False
190.0494 	EXP 	Sound  stopped
190.0496 	EXP 	New trial (rep=0, index=27): {u'color': u'YELLOW', u'congruent': 0, u'word': u'GREEN', u'corrans': u'x'}
190.0529 	EXP 	Sound  started
190.0656 	EXP 	text_2: autoDraw = False
190.0656 	EXP 	fixationmain: autoDraw = False
190.0656 	EXP 	text_2: color = u'YELLOW (named)'
190.0656 	EXP 	text_2: text = u'GREEN'
190.0656 	EXP 	fixationmain: autoDraw = True
190.8654 	EXP 	fixationmain: autoDraw = False
190.8821 	EXP 	text_2: autoDraw = True
191.0488 	EXP 	Sound  stopped
191.7986 	DATA 	Keypress: x
192.1650 	EXP 	text_2: autoDraw = False
193.0485 	EXP 	Sound  stopped
193.0487 	EXP 	New trial (rep=0, index=28): {u'color': u'GREEN', u'congruent': 0, u'word': u'YELLOW', u'corrans': u'n'}
193.0517 	EXP 	Sound  started
193.0647 	EXP 	text_2: autoDraw = False
193.0647 	EXP 	fixationmain: autoDraw = False
193.0647 	EXP 	text_2: color = u'GREEN (named)'
193.0647 	EXP 	text_2: text = u'YELLOW'
193.0647 	EXP 	fixationmain: autoDraw = True
193.8645 	EXP 	fixationmain: autoDraw = False
193.8812 	EXP 	text_2: autoDraw = True
194.0479 	EXP 	Sound  stopped
195.1311 	DATA 	Keypress: n
195.1642 	EXP 	text_2: autoDraw = False
196.0477 	EXP 	Sound  stopped
196.0479 	EXP 	New trial (rep=0, index=29): {u'color': u'RED', u'congruent': 0, u'word': u'YELLOW', u'corrans': u'z'}
196.0516 	EXP 	Sound  started
196.0639 	EXP 	text_2: autoDraw = False
196.0639 	EXP 	fixationmain: autoDraw = False
196.0639 	EXP 	text_2: color = u'RED (named)'
196.0639 	EXP 	text_2: text = u'YELLOW'
196.0639 	EXP 	fixationmain: autoDraw = True
196.8637 	EXP 	fixationmain: autoDraw = False
196.8804 	EXP 	text_2: autoDraw = True
197.0471 	EXP 	Sound  stopped
197.5637 	DATA 	Keypress: z
198.1633 	EXP 	text_2: autoDraw = False
199.0469 	EXP 	Sound  stopped
